id,title,category,facts,decision_summary,court,year,provisions
41,The object with which the appellant company was formed was to promote and regula,police_related,"The object with which the appellant company was formed was to promote and regulate the business in shares, stocks and securities etc., and to establish and conduct a Stock Exchange in order to facilitate the transaction of such business. Its capital was divided into shares on which dividend could be earned.","it provided a building wherein business was to be transacted under its supervision and control. It made rules for the conduct of business of sale and purchase of shares in the Exchange premises. During the assessment year in question the company 's receipts consisted of certain amounts received as admission fee from Members and Authorised Assistants and the question stated to the High Court for its opinion was whether these fees in the hands of the appellant were taxable income. The High Court answered the question in the affirmative. It held that the appellant was not a mutual society, that dividends could be earned on its share capital, that any person could become a share holder but every share holder was not a member unless he paid the admission fee and the real object of the company was to carry on business of exchange of stocks and earn profits. The case of the appellant, inter alia, was that as the amount received as membership fee was shown as capital in the books of the company and there was no periodicity, it should be treated as capital receipt exempt from assessment. 799 Held, that the High Court was right in its decision and the appeals must be dismissed. It was wholly immaterial how the appellant treated the amounts in question. It is the nature of the receipt and not how the assessee treated it that must determine its taxability. AS: Since the fee received on account of Authorised Assisstants fall within the decision of this Court in Commissioner of Income tax vs Calcutta Stock Exchange Association Ltd., , it must be held to be taxable income. The question as to whether the Members ' admission fee was taxable income was to be determined by the nature of the business of the company, its profits and the distribution thereof as disclosed by its Memorandum and Articles of Association and the rules made for the conduct of business. They showed that the income of the company was distributable amongst its shareholders ;is in any other joint stock company, and the body of trading members who paid the entrance fees and share holders were not identical. The element of mutuality was, therefore, lacking. Liverpool Corn Trade Association vs Monks, (1926) 2 K. B. 110, applied. Commissioner of Income tax, Bombay City vs Royal Western India Turf Club Ltd., ; and Styles vs New York Life Insurance Co., ; , referred to.",,1960,
42,In 1945 the appellant who was a Zamindar granted licences to different parties t,police_related,"In 1945 the appellant who was a Zamindar granted licences to different parties to prospect bauxite. Under the licence the licensee had the right to enter upon the land to prospect, dig and prove all bauxite lying in or within the land and to take away and appropriate samples of bauxite in reasonable quantities not exceeding 100 tons in the aggregate.","In consideration of the premium paid, the licensees could, at their option, after giving necessary notice and on payment of a further sum, get a mining lease for a term of thirty years. The income tax authorities were of the view that the licensees were not granted any interest in land and that the amounts received by the appellant from the licensees were revenue receipts and, therefore, assess able to income tax. Held, that on its true construction the transaction of 1945 did not amount merely to a grant of the use of the capital of the licensor but was really a grant of a right to a portion of the capital. Accordingly, the amounts received by the appellant were capital receipts and, therefore, not liable to income tax. Raja Bahadur Kamakshya Narain Singh of Ramgarh vs Com missioner of Income tax, Bihar and Orissa, (1943) L.R. 70 I.A. 180,The Member for the Board of Agricultural Income tax, Assam vs Smt. Sindurani Chaudhurani, [1957] S C.R. 1019 and Commissioner of Income tax, Bihar and Orissa vs Raja Bahadur Kamakshya Narain Singh, , considered.",,1957,
43,Various contracts for sale of goods had been made between the parties in Bombay ,police_related,"Various contracts for sale of goods had been made between the parties in Bombay each of which contained an arbitration clause. Disputes having arisen in March, 1952, in respect of these contracts, they were referred to arbitration and a composite award was made on October 7, 1952, against the respondent.","One of these disputes had arisen out of a forward contract in groundnuts. The respondent applied to have the award set aside on the ground that the forward contract in groundnuts was illegal as such a contract was prohibited by the Oilseeds (Forward Contract Prohibition) Order, 1943, issued under the Essential Supplies (Temporary Powers) Act, 1946, passed by the Central Legislature. The appellant contended that the Essential Supplies (Temporary Powers) Act, 1946, was repugnant to the Bombay Forward Contracts Control Act, 1947, passed by the Provincial Legislature of Bombay which had received the assent of the Governor General of India and therefore under section 107(2) of the Government of India Act, 1935, which applied, the Bombay Act prevailed in Bombay in preference to the Central Act and under the Bombay Act Forward Contract in groundnut was valid. The High Court accepted the contention of the respondent and set aside the award. Section 8 of the Bombay Act provided: ""Every forward con tract for the sale or purchase of, or relating to, any goods specified in the notification under sub section (3) of section 1 which is entered into, made or to be performed in any notified area shall be illegal if it is not entered into, made or to be performed"" and thereafter, set out the manner in which and the persons between whom such contracts could be made and also made punishable a person making a contract declared illegal. Section 3 of the Central Act provided, ""The Central Govern ment may by notified order provide for prohibiting trade and commerce"" in any essential commodity. Under this section the Oilseeds (Forward Contract Prohibition) Order was passed prohibiting forward contracts in groundnuts, which was one of the essential commodities specified in the Central Act. Held, The Bombay Act did not make any contract legal. Its only effect was to render certain forward contracts illegal if not 781 made in compliance with its terms while the Central Act made the contracts to which it applied, illegal. There was, therefore, no repugnancy between the Bombay Act and the Central Act and both of them applied to Bombay. Article 372 of the Constitution continued both these Acts, and so there is no provision in the Constitution under which any one of them may be said to apply to the exclusion of the other. A composite award in respect of more than one dispute which is not severable, must be set aside as a whole if any of the disputes had been illegally referred.",,1956,
44,The object with which the appellant company was formed was to promote and regula,police_related,"The object with which the appellant company was formed was to promote and regulate the business in shares, stocks and securities etc., and to establish and conduct a Stock Exchange in order to facilitate the transaction of such business. Its capital was divided into shares on which dividend could be earned.","it provided a building wherein business was to be transacted under its supervision and control. It made rules for the conduct of business of sale and purchase of shares in the Exchange premises. During the assessment year in question the company 's receipts consisted of certain amounts received as admission fee from Members and Authorised Assistants and the question stated to the High Court for its opinion was whether these fees in the hands of the appellant were taxable income. The High Court answered the question in the affirmative. It held that the appellant was not a mutual society, that dividends could be earned on its share capital, that any person could become a share holder but every share holder was not a member unless he paid the admission fee and the real object of the company was to carry on business of exchange of stocks and earn profits. The case of the appellant, inter alia, was that as the amount received as membership fee was shown as capital in the books of the company and there was no periodicity, it should be treated as capital receipt exempt from assessment. 799 Held, that the High Court was right in its decision and the appeals must be dismissed. It was wholly immaterial how the appellant treated the amounts in question. It is the nature of the receipt and not how the assessee treated it that must determine its taxability. AS: Since the fee received on account of Authorised Assisstants fall within the decision of this Court in Commissioner of Income tax vs Calcutta Stock Exchange Association Ltd., , it must be held to be taxable income. The question as to whether the Members ' admission fee was taxable income was to be determined by the nature of the business of the company, its profits and the distribution thereof as disclosed by its Memorandum and Articles of Association and the rules made for the conduct of business. They showed that the income of the company was distributable amongst its shareholders ;is in any other joint stock company, and the body of trading members who paid the entrance fees and share holders were not identical. The element of mutuality was, therefore, lacking. Liverpool Corn Trade Association vs Monks, (1926) 2 K. B. 110, applied. Commissioner of Income tax, Bombay City vs Royal Western India Turf Club Ltd., ; and Styles vs New York Life Insurance Co., ; , referred to.",,1960,
45,Various contracts for sale of goods had been made between the parties in Bombay ,police_related,"Various contracts for sale of goods had been made between the parties in Bombay each of which contained an arbitration clause. Disputes having arisen in March, 1952, in respect of these contracts, they were referred to arbitration and a composite award was made on October 7, 1952, against the respondent.","One of these disputes had arisen out of a forward contract in groundnuts. The respondent applied to have the award set aside on the ground that the forward contract in groundnuts was illegal as such a contract was prohibited by the Oilseeds (Forward Contract Prohibition) Order, 1943, issued under the Essential Supplies (Temporary Powers) Act, 1946, passed by the Central Legislature. The appellant contended that the Essential Supplies (Temporary Powers) Act, 1946, was repugnant to the Bombay Forward Contracts Control Act, 1947, passed by the Provincial Legislature of Bombay which had received the assent of the Governor General of India and therefore under section 107(2) of the Government of India Act, 1935, which applied, the Bombay Act prevailed in Bombay in preference to the Central Act and under the Bombay Act Forward Contract in groundnut was valid. The High Court accepted the contention of the respondent and set aside the award. Section 8 of the Bombay Act provided: ""Every forward con tract for the sale or purchase of, or relating to, any goods specified in the notification under sub section (3) of section 1 which is entered into, made or to be performed in any notified area shall be illegal if it is not entered into, made or to be performed"" and thereafter, set out the manner in which and the persons between whom such contracts could be made and also made punishable a person making a contract declared illegal. Section 3 of the Central Act provided, ""The Central Govern ment may by notified order provide for prohibiting trade and commerce"" in any essential commodity. Under this section the Oilseeds (Forward Contract Prohibition) Order was passed prohibiting forward contracts in groundnuts, which was one of the essential commodities specified in the Central Act. Held, The Bombay Act did not make any contract legal. Its only effect was to render certain forward contracts illegal if not 781 made in compliance with its terms while the Central Act made the contracts to which it applied, illegal. There was, therefore, no repugnancy between the Bombay Act and the Central Act and both of them applied to Bombay. Article 372 of the Constitution continued both these Acts, and so there is no provision in the Constitution under which any one of them may be said to apply to the exclusion of the other. A composite award in respect of more than one dispute which is not severable, must be set aside as a whole if any of the disputes had been illegally referred.",,1956,
46,"The appellant entered into contract with Government for the supply of goods, and",police_related,"The appellant entered into contract with Government for the supply of goods, and in the assessment year 1942 43 Rs. 10,80,653 and in the assessment year 1943 44, Rs.","7,45,336 were assessed as its income by the Income tax Officer. The supplies to Government were made for. Jaipur by the appellant, and payment was by cheques which were received at Jaipur. The contention of the appellant was that this income was received at Jaipur outside the then taxable territories. This contention was not accepted by the Income tax Appellate Tribunal, Delhi. The appellant then applied for a reference to the High Court under section 66(1) of the Indian Income tax Act, and by its order dated December 10, 1952, the Tribunal referred the following question for the decision of the High Court. "" Whether on the facts and circumstances of the case the profits and gains in respect of the sales made to the Government 211 of India were received by the assessee in the taxable terri tories ?"" The High Court remanded the case to the Tribunal for a supplemental statement of case calling for a finding on the question "" whether the cheques were sent to the assessee firm by post or by hand and what directions, if any, had the assessee firm given to the department in the matter "". The appellant questioned the order of the High Court relying on the decision in New Jehangir Vakil Mill 's case; , Held, that the enquiry in such cases must be to see whether the question decided by the Tribunal admits of the consideration of the new point as an integral or an incidental part thereof. The supplemental statement which the Tribunal is directed to submit must arise from the facts admitted and/or found by the Tribunal and should not open the door to fresh evidence. Held, further, that the question as framed in this case was wide enough to include an enquiry into whether there was any request, express or implied, that the amount of the bills be paid by cheques so as to bring the matter within the dicta of this Court in the Ogale Glass Works case, [1955] 1 S.C.R. 185 or Jagdish Mills case; , In the absence of anything expressly said in the Order of the High Court to the contrary, it cannot be held that the direction given would lead inevitably to the admitting of fresh evidence as that has been prohibited by the New Jehangir Vakil Mills case. The New Jehangir Vakil Mills Ltd. vs The Commissioner of Income tax, ; , distinguished. Jagdish Mills Ltd. vs Commissioner of Income tax, ; , Keshav Mills Co. Ltd., vs Commissioner of Income tax, , Sir Sobha Singh vs Commissioner of Income tax, , Kirloskar Bros. Ltd.v. Commissioner of Income tax, [1952] 21 I.T.R. 82, Commissioner of Income tax vs Ogale Glass Works Ltd. , Commissioner of Income tax vs Kirloskar Bros. Ltd., and Mrs. Kusumben D. Mahadevia, Bombay vs Commissioner of Income tax, Bombay, ; , referred to.",,1958,
47,"In order to put the sugar industry on a stable footing, for which it was necessa",police_related,"In order to put the sugar industry on a stable footing, for which it was necessary to develop the cane area, the Ruler of the erstwhile Gwalior State by an order dated 27 7 1946 sanctioned the levy of cess of one anna per maund on all sugar cane purchased by the respondent company. When the Government of Madhya Bharat, which was the successor state of the former Gwalior State, made a demand for payment of the cess, the respondent filed a petition before the High Court of Madhya ,Bharat challenging the legality of the levy on the grounds (1) that the order dated 27 7 1946 was only an executive order and not a law under article 265 of the Constitution of India and that, therefore, there was no authority for the imposition of the cess after January 26, 1950, and (2) that the levy was discriminatory and violated article 14 inasmuch as while the respondent was made liable to pay the cess the other sugar factories in the State were exempt.","It was found that at the time when cess was first levied there was no sugar factory in existence in the Gwalior State other than that of the respondent. Held, that (i) the Ruler of an Indian State was an absolute monarch in which there was no constitutional limitation to act in any manner he liked, he being the supreme legislature, the supreme judiciary and the supreme head of the executive. I Consequently, the order dated 27 7 1946 issued by the Ruler of Gwalior State amounted to a law enacted by him and became an existing law under article 372 of the Constitution of India. The levy of cess was therefore by authority of law within the meaning of article 265; Madhaorao Phalke vs The State of Madhya Bharat, ; , followed. (2) the levy of cess did not contravene article 14 because (a) the object was cane development in the particular area and a geographical classification based upon historical factors was a permissible mode of classification, and (b) a tax could not be struck down as discriminatory unless it was found that it was imposed with a deliberate intention of differentiating between 620 (ii) where the order is passed by the Sub divisional Animal Husbandry Officer, under sub rule (5), to the District Animal Husbandry Officer and (iii) where the order is passed by the authority prescribed under sub rule (1) to the Sub divisional Animal Husbandry Officer, if there is one; if not, to the District Animal Husbandry Officer; (b) The appeal shall not be decided against the appellant unless he has been given a reasonable opportunity of being heard. "" The argument on behalf of the petitioners is that they are ""Kassais"" by profession and they earn their living by slaughtering cattle only (not goats or sheep which are slaughtered by ""Chiks""); that they have the fundamental right to carry on their profession and trade; and that section 3 of the Act read with r. 3 imposes unreasonable restrictions restrictions not in the interests of the general public on their fundamental right and therefore they are not saved by cl. (6) of article 19 of the Constitution. Some of these arguments were considered by this Court in Md. Hanif Quareshi vs The State of Bihar (1) and it was pointed out that the test of reasonableness should be applied to each individual statute impugned and no abstract standard, or general pattern, of reasonableness can be laid down as applicable to all cases. It referred to the decision in State of Madras vs V. G. Row (2) and repeated what was said therein that ""the nature of the right alleged to have been infringed, the underlying purpose of the restrictions imposed, the extent and urgency of the evil sought to be remedied thereby, the disproportion of the imposition, the prevailing conditions at the time, should all enter into the judicial verdict."" 'Another consideration which has to be kept in mind is that ""the legislature is the best judge of what is good for the community,. by whose suffrage it comes into existence. . . . (See The State of Bihar vs Maharajadhiraja Sir Kameshwar Singh of Darbhanga (3)). But the ultimate responsibility for determining the validity of the law must rest with the (1) (2) ; (3) 621 Court and the Court must not shirk that solemn duty cast on it by the Constitution. We must, therefore, approach the problem before us in the light of the principles laid down by this Court. The most pertinent question is having regard to all the relevant circumstances, is the age of 25 years laid down in section 3 a reasonable restriction on the right of the petitioners in the interests of the general public ? We are unable to say that it is. Apart from the affidavits made on behalf of the petitioners and the respondent State, a large volume of authoritative and expert opinion has been placed before us which shows beyond any doubt that a bull, bullock or she buffalo does not remain useful after 14 or 15 years and only a few of them live up to the age of 25. In the Report of the Cattle Preservation and Development Committee, published by the Ministry of Agriculture, it is recommended by the Committee that the slaughter of animals over 14 years of age and unfit for work as also animals of any age permanently unable to work owing to injury or deformity, should be allowed. In the Report on the Marketing of Meat in India (published by the Ministry of Food and Agriculture) there is a reference to a draft Bill circulated by the Ministry of Agriculture (page 112 of the Report) which contains a clause that animals over 14 years of age and unfit for work may be slaughtered on a certificate from a Veterinary Officer. In the Report on the Marketing of Cattle in India, again published by the Ministry of Food and Agriculture, occurs the following passage as to the price of animals with reference to their age: ""Young draught animals up to the age of 4 years being raw and untrained fetch comparatively low prices. Between 4 and 8 years of age, the animals are in the prime of their youth and tender best service, and fetch maximum prices. From the 8th year onwards old age sets in, and a graded decline is observed in their capacity to work and consequently prices depreciate considerably."" . In a Food and Agricultural Organisation study of cattle in India and Pakistan (Zebu Cattle of India and 79 622 Pakistan, page 94) it is stated that the active breeding life of a bull is estimated to be about 10 years. In Black 's Veterinary Dictionary (edited by W. C. Miller and G. P. West, fifth edition) it is stated that pedigree ,bulls may reach 12 or 14 years of age before being discarded; and cattle seldom live longer than 15 or 16 years, and when they do, their age is usually of no immediate importance. In another publication of the Ministry of Agriculture called 'Problems of Cattle Insurance ' under Indian conditions, it is stated that the life of cattle is comparatively much shorter, the maximum age being only about 15 years. There is an interesting chart relating to the determination of age in cattle in a publication called 'Cattle Development in Uttar Pradesh ' by R. L. Kaura, Director of Animal Husbandry; that chart shows that at II years incisors appear smaller due to wearing out; at 12 years space appears between the teeth, and after 12 teeth wear out constantly and roots remain far apart from one another. As against all this expert opinion the respondent State has relied on the chart embodying some useful data about domestic animals, prepared by Major A. C. Aggarwala, Director of Veterinary Services, Punjab, and R. R. Gulati, Superintendent, Veterinary Department, Jullandur, which shows the sterility age of a buffalo at 15 and average age at 25, and of a cow sterility at 15 and 16 years and average life 22 years.",,1958,
48,One of the persons who entered into a partnership was a minor and in the instrum,police_related,One of the persons who entered into a partnership was a minor and in the instrument of partnership he was described as a full partner with equal rights and obligations with the other adult partners. The deed of partnership which was signed by the minor was produced before th e Registrar of Firms f or registration and he granted a certificate showing the minor as a full partner and not as one entitled merely to the benefits of the partnership.,"The Income tax Officer, however, refused to register the firm under section 26A of the Indian Income tax Act and his decision was upheld by the Income tax Authorities and the Income tax Appellate Tribunal. The High Court differed from the Tribunal and held that the firm should be registered. On appeal by the Commissioner of Income tax, Held, that the Rules framed under section 26A quite clearly show that a minor who is admitted to the benefits of partnership need not sign the application for registration. The law requires all partners to sign the application, and if the definition were to be carried to the extreme, even a minor who is admitted to the benefits of partnership would be competent to sign such an application. The definition is designed to confer equal benefits upon the minor by treating him as a partner; but it does not render a minor a competent and full partner. For that purpose, the law of Partnership must be considered, apart from the definition in the Income tax Act. Section 30 of the Indian Partnershi Act clearly lays down that a minor. cannot become a partner, I tough with the consent of the adult. .partners, he may be admitted to the benefits of partnership. . .Any document which goes beyond this section cannot be regarded as valid for the purpose of registration. Registration can only be granted of a document between persons who are parties to it and on the covenants set out in it. If the Income tax Authorities register the:partnership as between the adults only contrary to the terms of the document, in substance a new contract is made out. It is tot open to the Incometax Authorities to register a document which is different from the one actually executed and asked to be registered. Hoosen Kassam Dada vs Commissioner of Income tax, Bengal, [1937]5 I.T.R. 182, Hardutt Ray Gajadhar Ram vs Commissioner of 104 822 Income tax, , Banka Mal Lajja Ram and Co. vs Commissioner of Income tax, , approved. Jakka Devayya and Sons vs Commissioner of Income tax, [1952) , disapproved.",,1959,
49,One of the persons who entered into a partnership was a minor and in the instrum,police_related,One of the persons who entered into a partnership was a minor and in the instrument of partnership he was described as a full partner with equal rights and obligations with the other adult partners. The deed of partnership which was signed by the minor was produced before th e Registrar of Firms f or registration and he granted a certificate showing the minor as a full partner and not as one entitled merely to the benefits of the partnership.,"The Income tax Officer, however, refused to register the firm under section 26A of the Indian Income tax Act and his decision was upheld by the Income tax Authorities and the Income tax Appellate Tribunal. The High Court differed from the Tribunal and held that the firm should be registered. On appeal by the Commissioner of Income tax, Held, that the Rules framed under section 26A quite clearly show that a minor who is admitted to the benefits of partnership need not sign the application for registration. The law requires all partners to sign the application, and if the definition were to be carried to the extreme, even a minor who is admitted to the benefits of partnership would be competent to sign such an application. The definition is designed to confer equal benefits upon the minor by treating him as a partner; but it does not render a minor a competent and full partner. For that purpose, the law of Partnership must be considered, apart from the definition in the Income tax Act. Section 30 of the Indian Partnershi Act clearly lays down that a minor. cannot become a partner, I tough with the consent of the adult. .partners, he may be admitted to the benefits of partnership. . .Any document which goes beyond this section cannot be regarded as valid for the purpose of registration. Registration can only be granted of a document between persons who are parties to it and on the covenants set out in it. If the Income tax Authorities register the:partnership as between the adults only contrary to the terms of the document, in substance a new contract is made out. It is tot open to the Incometax Authorities to register a document which is different from the one actually executed and asked to be registered. Hoosen Kassam Dada vs Commissioner of Income tax, Bengal, [1937]5 I.T.R. 182, Hardutt Ray Gajadhar Ram vs Commissioner of 104 822 Income tax, , Banka Mal Lajja Ram and Co. vs Commissioner of Income tax, , approved. Jakka Devayya and Sons vs Commissioner of Income tax, [1952) , disapproved.",,1959,
50,The respondents filed a suit for specific performance against the appellant whic,police_related,"The respondents filed a suit for specific performance against the appellant which was dismissed on March 12, 1954. On March 24 the respondents made an application for a certified copy of the judgment and decree.","The decree was not drawn up and the respondents were supplied a certified copy of the judgment and the memo of costs. The respondents filed an appeal before the High Court without the certified copy of the decree and only with the certified copy of the judgment and the memo of costs. The appeal was admitted under 0. 41, r. 11 Code of Civil Procedure on August 30, 1954. On December 23, 1958, the appellant served a notice on the respondents that he would raise a preliminary objection at the hearing that the appeal was incompetent as a certified copy of the decree was not filed as required by 0. 41, r. 1. On December 24, 1958, the respondents moved the trial Court for drawing up of the decree, but since the record was in the High Court this could not be done. At the hearing of the appeal, the appellant raised the preliminary objection, but the High Court passed an order on December 15, 1959, allowing the respondents one month 's time for getting a decree drawn up and obtaining. a copy and directed the record to be sent to the trial Court. Against this order the appellant preferred an appeal to the Supreme Court contending that the High Court was bound to dismiss the appeal as it was manifestly incompetent under 0. 41, r. 1. Subsequently, on December 23, 1959, the respondents obtained a certified copy of the decree and filed it before the High Court the same day. The appellant contended that the appeal was to be deemed to be filed on this date and was time barred. Held, that in the circumstances of this case the order passed by the High Court was right. ' There was no doubt that 0. 41, r. 1 was mandatory and in the absence of or the decree the filing of the appeal was incomplete, defective and incompetent. The office of the trial Court was negligent in not drawing up a decree and the office of the High Court was also not as careful as it should have been in examining the appeal and these have contributed substantially to the unfortunate position. In such a case, the respondents deserved to be protected. Besides the, 919 question had become academic and technical in view of subse quent events. The certified copy of the decree was filed on December 23, 1959, and even if the appeal was considered to have been filed on that date, it was within time. Under section 12(2) of the Limitation Act the respondents could treat the time taken in the drawing up of the decree after the application for a certified copy thereof had been made as part of the time taken in obtaining the certified copy of the decree. Tarabati Koer vs Lala jagdeo Narain, , Bani Madhub Mitter vs Matungini Desai, Cal. 104 (F.B.), Gabriel Christian vs 'Chandra Mohan Missir, Pat. 284(F.B.), Jayashankar Mulshankar Mehta vs Mayabhai Lalbhai Shah, , Gokul Prasad vs Kunwar Bahadur, Luck. 250 and Umda vs Rupchand, , referred to. Rodger vs Comptoir d 'Escompte de Paris, (1871) L.R. 3 P.C. 465, relied on.",,1960,
